"filename", "language", "PHP", "SQL", "JavaScript", "Markdown", "JSON with Comments", "CSS", "JSON", "XML", "comment", "blank", "total"
"/Users/jarenquegan/Sites/vividly/assets/boxicons/svg/logos/bxl-php.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/Users/jarenquegan/Sites/vividly/assets/boxicons/svg/logos/bxl-pinterest-alt.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/Users/jarenquegan/Sites/vividly/assets/boxicons/svg/logos/bxl-pinterest.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/Users/jarenquegan/Sites/vividly/assets/boxicons/svg/logos/bxl-play-store.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/Users/jarenquegan/Sites/vividly/assets/boxicons/svg/logos/bxl-pocket.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/Users/jarenquegan/Sites/vividly/assets/boxicons/svg/logos/bxl-postgresql.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/Users/jarenquegan/Sites/vividly/assets/boxicons/svg/logos/bxl-product-hunt.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/Users/jarenquegan/Sites/vividly/assets/boxicons/svg/logos/bxl-python.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/Users/jarenquegan/Sites/vividly/assets/boxicons/svg/logos/bxl-quora.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/Users/jarenquegan/Sites/vividly/assets/boxicons/svg/logos/bxl-react.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/Users/jarenquegan/Sites/vividly/assets/boxicons/svg/logos/bxl-redbubble.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/Users/jarenquegan/Sites/vividly/assets/boxicons/svg/logos/bxl-reddit.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/Users/jarenquegan/Sites/vividly/assets/boxicons/svg/logos/bxl-redux.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/Users/jarenquegan/Sites/vividly/assets/boxicons/svg/logos/bxl-sass.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/Users/jarenquegan/Sites/vividly/assets/boxicons/svg/logos/bxl-shopify.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/Users/jarenquegan/Sites/vividly/assets/boxicons/svg/logos/bxl-sketch.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
